Title,Link,Price,Date Time,Location,Organiser,Website Link,Facebook Link,Twitter Link,Instagram Link
"GHOSTFEST (28 hrs of improv comedy, 10/21-22) @ Trunk Space, Downtown PHX",https://www.eventbrite.com/e/ghostfest-28-hrs-of-improv-comedy-1021-22-trunk-space-downtown-phx-tickets-711578539567?aff=ebdssbdestsearch,,"Sat, Oct 21 •  12:00 PM ","The Trunk Space 1124 North 3rd Street Ac Phoenix, AZ 85004",Monster Improv,https://monsterimprov.com,https://www.facebook.com/195804657875454,https://www.twitter.com/monsterimprov,N/A
"GHOSTFEST (28 hrs of improv comedy, 10/21-22) @ Trunk Space, Downtown PHX",https://www.eventbrite.com/e/ghostfest-28-hrs-of-improv-comedy-1021-22-trunk-space-downtown-phx-tickets-711578539567?aff=ebdssbdestsearch,,N/A,"The Trunk Space 1124 North 3rd Street Ac Phoenix, AZ 85004",Monster Improv,https://monsterimprov.com,https://www.facebook.com/195804657875454,https://www.twitter.com/monsterimprov,N/A
SoulfulofNoise Presents: SoulfulofNoise x PHX,https://www.eventbrite.com/e/soulfulofnoise-presents-soulfulofnoise-x-phx-tickets-706808622617?aff=ebdssbdestsearch,,"Sat, Apr 27 •  7:00 PM ","Aguila's Hidaway 1235 North Dysart Road Avondale, AZ 85323",SoulfulofNoise,http://www.soulfulofnoise.com,https://www.facebook.com/soulfulofnoise,https://www.twitter.com/soulfulofnoise,N/A
SoulfulofNoise Presents: SoulfulofNoise x PHX,https://www.eventbrite.com/e/soulfulofnoise-presents-soulfulofnoise-x-phx-tickets-706808622617?aff=ebdssbdestsearch,,N/A,"Aguila's Hidaway 1235 North Dysart Road Avondale, AZ 85323",SoulfulofNoise,http://www.soulfulofnoise.com,https://www.facebook.com/soulfulofnoise,https://www.twitter.com/soulfulofnoise,N/A
Flex Fall Fest,https://www.eventbrite.com/e/flex-fall-fest-tickets-729347326487?aff=ebdssbdestsearch,,Saturday • 4:00 PM,"7550 N 61st Ave 7550 North 61st Avenue Glendale, AZ 85301",THEBIZZNISS HIGCLASS,N/A,N/A,N/A,N/A
Flex Fall Fest,https://www.eventbrite.com/e/flex-fall-fest-tickets-729347326487?aff=ebdssbdestsearch,,N/A,"7550 N 61st Ave 7550 North 61st Avenue Glendale, AZ 85301",THEBIZZNISS HIGCLASS,N/A,N/A,N/A,N/A
Phx Art & Wine Fest,https://www.eventbrite.com/e/phx-art-wine-fest-tickets-708902816407?aff=ebdssbdestsearch,,N/A,"Phoenix Center for the Arts 1202 N 3rd St Phoenix, AZ 85004",Arizona Wine Events,http://experiencearizonawine.com/,N/A,N/A,N/A
Phx Art & Wine Fest,https://www.eventbrite.com/e/phx-art-wine-fest-tickets-708902816407?aff=ebdssbdestsearch,,N/A,"Phoenix Center for the Arts 1202 N 3rd St Phoenix, AZ 85004",Arizona Wine Events,http://experiencearizonawine.com/,N/A,N/A,N/A
Holiday at the Heard,https://www.eventbrite.com/e/holiday-at-the-heard-tickets-700543242697?aff=ebdssbdestsearch,,"Sat, Dec 9 •  2:00 PM ","Heard Scout Pueblo, East Dobbins Road, Phoenix, AZ, USA 1901 East Dobbins Road Phoenix, AZ 85042","Grand Canyon Council, BSA",https://www.grandcanyonbsa.org/,N/A,N/A,N/A
Holiday at the Heard,https://www.eventbrite.com/e/holiday-at-the-heard-tickets-700543242697?aff=ebdssbdestsearch,,N/A,"Heard Scout Pueblo, East Dobbins Road, Phoenix, AZ, USA 1901 East Dobbins Road Phoenix, AZ 85042","Grand Canyon Council, BSA",https://www.grandcanyonbsa.org/,N/A,N/A,N/A
